0000062101	5016
0000062123	1258
0000062285	1088
0000062296	1182
0000062322	1734
0000062333	3486
0000062830014	1258
0000062830025	1178
0000063180003	1698
0000063180025	1698
0000063390003	1013
0000063430021	689
0000063450004	501
0000063470024	527
0000063860016	184
0000063890013	552
0000064304	1820
0000064374	1580
0000064400000	5120
0000064410006	4040
0000064440003	5340
0000064440014	3560
0000064440025	7120
0000064440036	9790
0000064440051	3720
0000064520002	1280
0000064610022	1900
0000064610033	1900
0000064620006	1050
0000064620010	2100
0000064710015	950
0000064760043	1150
0000064853	32800
0000064970043	950
0000065516	399
0000066146	229
0000066150	299
0000066400051	1280
0000067664	6224
0000068235	330
0000069941	595
0000070173	319
0000070206	149
0000070324	1290
0000070534	5980
0000070630	1599
0000070641	2798
0000070803	1980
0000071070005	700
0000072122	2970
0000075062	1152
0000075891	1888
0000076020011	849
0000076020022	747
0000077162	1120
0000078370003	399
0000078430004	399
0000078525	19470
0000078665	590
0000078713	99
0000079192	2390
0000079483	349
0000081841	199
0000082250	269
0000086660	1490
0000086715	1750
0000087032	799
0000087043	799
0000087264	389
0000088605	2580
0000093170	6810
0000093192	17910
0000093214	890
0000095782	1180
0000096600	188
0000096850014	1
0000098650005	498
0000100295	1720
0000100740010	220
0000103246	899
0000104451	2142
0000105265	1400
0000105383	1260
0000107240	180
0000107251	180
0000107262	180
0000107365	179
0000107376	358
0000107380	179
0000107402	179
0000108010	109
0000108043	99
0000111020	1120
0000111090	678
0000111123	2097
0000111672	1190
0000112755	7470
0000113190	2180
0000113223	1880
0000113562	390
0000113713	599
0000114542	398
0000114553	150
0000115113	7990
0000115790006	1198
0000116001	999
0000116120012	998
0000116605	2988
0000116920016	2750
0000117880	599
0000118031	1990
0000118064	450
0000118145	298
0000119114	499
0000119954	8568
0000120562	3760
0000120746	484
0000121741	444
0000121752	219
0000121763	290
0000121774	292
0000121785	146
0000121796	73
0000121892	298
0000121995	300
0000122496	350
0000123281	990
0000124235	199
0000124504	700
0000124552	498
0000124800012	4900
0000124910004	249
0000124910015	249
0000124910030	249
0000124910041	249
0000125020044	499
0000125064	3300
0000125193	2880
0000126545	1050
0000127470000	142
0000128741	4497
0000128796	1598
0000129253	499
0000129660020	317
0000129710022	260
0000129730020	248
0000131390	891
0000133100015	1702
0000133405	3680
0000134360015	375
0000134713	2960
0000135000003	499
0000135026	690
0000135715	590
0000136544	3280
0000137476	1580
0000137874	399
0000139226	656
0000139230	853
0000141186	550
0000141190	320
0000141492	2980
0000141550006	1776
0000142085	5400
0000142133	3240
0000143054	2888
0000143500	438888
0000143511	1316664
0000144071	8880
0000145364	4800
0000145375	4320
0000147980	864
0000148595	146
0000148606	162
0000149612	179
0000150006	222750
0000150194	399
0000151944	1100
0000152040	2250
0000152213	7110
0000152456	960
0000152806	3980
0000152821	1280
0000153672	1180
0000153694	1580
0000154092	5380
0000154103	25080
0000154150021	640
0000154276	299
0000154394	6870
0000154820046	972
0000155680	6800
0000155831	824
0000155864	1066
0000157216	175
0000157916	1280
0000158793	1390
0000158804	990
0000161081	2280
0000162050	680
0000163284	390
0000163310	260
0000163435	1393
0000163715	1058
0000163752	260
0000163833	199
0000163903	199
0000164791	990
0000165115	900
0000166714	1784
0000167145	1002
0000167576	8990
0000168534	6570
0000170520	1888
0000171146	14160
0000171334	198
0000171345	99
0000172060	396
0000172266	161
0000172631	1040
0000175140	890
0000175170085	3840
0000175760001	1690
0000175760012	1690
0000175792	1590
0000175840011	1390
0000176164	3780
0000176245	2990
0000176256	7980
0000176326	1990
0000176956	227
0000177866	599
0000177984	10238
0000178080	957
0000178673	718
0000178710	880
0000179266	578
0000179804	799
0000180670	799
0000180762	1858
0000180784	919
0000181020	489
0000181366	1512
0000181392	3915
0000182475	230
0000183503	3297
0000183621	299
0000183680	798
0000183890	735
0000184726	229
0000184763	199
0000185135	199
0000185150011	249
0000185150022	249
0000185791	2158
0000186640020	399
0000187994	1620
0000191380	76800
0000191391	82800
0000191940	672
0000192275	350
0000195856	6950
0000197490005	11000
0000197510014	11000
0000198380	1398
0000198391	2397
0000198671	2640
0000198682	688
0000199253	760
0000199334	2640
0000199452	658
0000199673	1450
0000200390002	1080
0000200664	750
0000200874	750
0000201331	1797
0000203464	840
0000204536	279
0000204540	269
0000206533	882
0000206555	497
0000206592	518
0000206603	336
0000206776	1180
0000209613	3580
0000210361	664
0000210416	700
0000211600023	239
0000211702	899
0000211713	599
0000211735	1598
0000212430046	799
0000214200	340
0000214292	1154
0000214303	1680
0000214314	1890
0000214325	1491
0000214336	10843
0000214362	1624
0000215541	539
0000215876	1701
0000215950	981
0000216053	1062
0000216296	765
0000217814	2490
0000218240035	93500
0000219770003	590
0000220100005	1976
0000220275	799
0000220382	1800
0000222060016	1490
0000222530	2780
0000225750	5880
0000227190036	4085
0000227496	398
0000227732	270
0000227953	1490
0000228244	199
0000232116	475
0000232131	502
0000233354	1248
0000233446	3350
0000234780	3990
0000235266	730
0000237101	249
0000237156	3416
0000237856	1740
0000238103	898
0000238943	587
0000238965	199
0000239002	189
0000239271	1111
0000239492	284
0000242152	1880
0000243073	666
0000243530	4998
0000243670	8910
0000244370	499
0000247962	1029
0000247973	1029
0000247984	819
0000248006	336
0000248010	714
0000248021	1365
0000248032	1071
0000248043	2142
0000248054	1428
0000249465	410
0000249572	299
0000249955	2560
0000250530000	738
0000251392	198
0000251403	288
0000251646	2899
0000251775	2399
0000251786	22392
0000251790	11996
0000253525	599
0000258300	1080
0000258366	2490
0000258381	3990
0000258414	1290
0000258742	750
0000258871	1700
0000259136	598
0000259162	398
0000259276	1540
0000261085	1168
0000262091	1390
0000262113	695
0000262135	1390
0000264703	237
0000264865	277
0000265005	237
0000265941	221
0000266136	680
0000266372	221
0000266534	277
0000267282	284
0000268214	379
0000268295	758
0000268516	221
0000268785	277
0000269776	473
0000269802	394
0000270023	236
0000270281	1010
0000271762	236
0000272764	1650
0000272790	670
0000272801	2040
0000272812	1350
0000272834	2500
0000272871	950
0000274094	800
0000274116	200
0000274186	277
0000274282	284
0000274724	1158
0000274735	1500
0000276102	109
0000276113	620
0000276124	2398
0000276146	1199
0000276496	540
0000276522	816
0000277056	599
0000277255	449
0000277270	1077
0000277465	1050
0000277480	2133
0000277690	689
0000278051	5969
0000278073	980
0000278095	3999
0000278176	9889
0000278191	980
0000278283	700
0000278294	315
0000278305	315
0000278320	350
0000278375	10864
0000278386	5551
0000278401	7521
0000278493	27308
0000278541	9308
0000278596	315
0000281660002	650
0000281971	620
0000282181	27240
0000283172	179
0000283986	100
0000284023	300
0000284045	300
0000284071	4099
0000284093	4480
0000284104	1080
0000284115	2988
0000284130	2530
0000284163	855
0000284196	648
0000284222	972
0000284233	5772
0000285471	3516
0000285795	420
0000285832	320
0000285865	160
0000285880	240
0000285902	360
0000286005	240
0000286031	210
0000286263	200
0000286296	200
0000286344	200
0000289280003	2980
0000290452	1557
0000290474	2115
0000290636	594
0000290640	2716
0000290662	6712
0000290695	13560
0000290813	920
0000290835	790
0000290872	599
0000290883	899
0000290942	449
0000290953	998
0000291104	1798
0000291642	249
0000291760	259
0000294453	216
0000296295	1260
0000297990	4546
0000298211	3952
0000298233	2671
0000298465	1125
0000298550	954
0000299445	5997
0000300150001	1300
0000300753	2273
0000300764	4776
0000300775	12636
0000302072	194
0000302490005	2990
0000304824	900
0000305911	1398
0000312852	699
0000313280004	5980
0000313935	7100
0000314156	950
0000314171	1250
0000314180016	1190
0000314200025	990
0000314215	5450
0000314252	3700
0000315265	810
0000315280	750
0000315291	4212
0000317273	799
0000317354	1400
0000317380	380
0000317446	600
0000317855	500
0000319476	799
0000319524	649
0000319535	699
0000319546	799
0000319594	446
0000319631	1944
0000319874	199057
0000321786	1728
0000321915	3150
0000323934	819
0000325960003	1100
0000326970	1790
0000326981	179
0000327541	269
0000327585	280
0000327622	199
0000327670	398
0000327681	199
0000328110016	1800
0000328670020	300
0000328690003	3132
0000329195	5751
0000332253	390
0000334456	890
0000335120004	1430
0000339135	253
0000341073	6600
0000342344	1797
0000346660005	1776
0000346660016	1887
0000350652	990
0000352310	168
0000353054	1280
0000355865	2619
0000355880	2847
0000356053	6568
0000356075	1774
0000356086	3548
0000356090	2188
0000356101	2077
0000356112	2077
0000356123	2077
0000356145	2100
0000356156	2100
0000356160	2100
0000357066	663
0000358702	1798
0000363730006	298
0000363730010	298
0000364033	490
0000364081	499
0000364162	350
0000364361	580
0000364405	1180
0000364755	299
0000365250012	1280
0000365956	1580
0000365982	399
0000366295	799
0000366365	699
0000368336	680
0000368380051	699
0000368432	1980
0000368550	1960
0000372444	358
0000373214	350
0000373920002	199
0000374135	298
0000375465	926
0000375491	399
0000375513	399
0000375524	1490
0000376401	1140
0000379013	1800
0000380726	449
0000380730	1196
0000380741	718
0000380763	598
0000380796	249
0000380860001	139
0000383036	1230
0000383040	1190
0000384005	500
0000384112	290
0000384683	609
0000384871	399
0000384915	11520
0000384930	2490
0000385055	1680
0000385890002	980
0000386853	1200
0000387100000	1
0000387586	1280
0000389023	399
0000389060	399
0000389082	699
0000390493	750
0000390526	840
0000390574	599
0000391053	1956
0000391941	699
0000392420	799
0000393466	1150
0000394365	1960
0000394376	196
0000394380	3136
0000394391	1176
0000394402	392
0000394424	1568
0000394435	196
0000394450	590
0000395986	1380
0000396150005	879
0000396222	2796
0000396325	952
0000396384	1998
0000397710025	540
0000398366	659
0000398381	1380
0000398800006	1580
0000399270001	189
0000400923	1350
0000402054	4294
0000403546	870
0000405280046	1188
0000405290045	594
0000405350024	1360
0000405510000	999
0000405720	490
0000405871	3493
0000405893	297
0000405904	488
0000406055	388
0000406125	299
0000407050	390
0000407061	130
0000407201	1598
0000412930	1602
0000413011	890
0000415225	4242
0000415402	680
0000415461	799
0000415590	312
0000416930032	420
0000417222	945
0000417336	299
0000420873	899
0000422295	750
0000422380	2590
0000423135	399
0000423522	1665
0000423695	569
0000423765	1680
0000423835	980
0000423916	1380
0000424680012	460
0000424730014	184
0000424740013	202
0000424770006	96
0000425456	1390
0000425541	2085
0000425552	700
0000425563	200
0000425574	100
0000425633	50
0000425644	100
0000425655	80
0000425666	100
0000425692	200
0000425703	200
0000425725	200
0000427184	14988
0000428186	58
0000428654	210
0000429085	1296
0000429096	1215
0000429100	3078
0000429111	1548
0000429192	3756
0000429214	585
0000429225	2025
0000429343	1620
0000429380	760
0000429402	699
0000429413	590
0000429424	1164
0000429516	9396
0000429903	1598
0000429914	990
0000429930001	378
0000430452	359
0000430651	1396
0000430861	70083
0000431292	1200
0000432320	670
0000433532	590
0000436413	1682
0000440591	1198
0000440705	700
0000440915	200
0000440996	1680
0000441162	1990
0000443096	379
0000443284	349
0000443306	33600
0000443391	376
0000445056	790
0000445852	1196
0000445863	646
0000445944	1302
0000445966	4220
0000446176	1770
0000446191	470
0000446950000	945
0000447370	39
0000450446	1188
0000451441	316
0000452185	506
0000452944	237
0000453865	469
0000453880	899
0000454613	899
0000458356	198
0000458953	1050
0000458964	600
0000459045	380
0000459653	2400
0000459771	180
0000461823	299
0000462070	390
0000462291	4980
0000463772	1464
0000463783	899
0000464752	899
0000464870	520
0000466373	350
0000466513	6700
0000467250044	184
0000468720000	1080
0000469044	399
0000469302	1198
0000469383	798
0000469965	399
0000470250012	4390
0000470411	1196
0000470680	880
0000474375	1199
0000474412	890
0000475414	20500
0000477584	9900
0000479872	5184
0000480830	503
0000481213	249
0000481331	333
0000482403	333
0000485726	199
0000487535	2714
0000488030001	15660
0000488030012	31140
0000488062	1999
0000488073	2399
0000491293	4650
0000491746	332
0000491901	332
0000494863	990
0000496930	499
0000498271	5100
0000501620	2511
0000502154	1098
0000504440005	730
0000510366	176
0000510770002	344
0000510840013	61
0000510860000	130
0000511140	2160
0000512805	399
0000513516	350
0000513671	599
0000514496	386
0000514544	165
0000515050001	7490
0000515060000	6990
0000516143	590
0000516191	350
0000516250	350
0000516821	1106
0000519002	237
0000522126	1890
0000526455	208
0000526654	1580
0000526665	890
0000527553	490
0000527645	1197
0000527715	869
0000527741	399
0000527844	390
0000527940	3996
0000528636	2790
0000529852	788
0000529944	598
0000530250	390
0000530305	299
0000530364	12600
0000530471	399
0000531252	399
0000531333	5990
0000532335	320
0000532512	720
0000532760012	1898
0000534376	600
0000534391	608
0000534413	1560
0000534530006	990
0000534530010	832
0000534601	695
0000535382	1180
0000538980013	1448
0000540820	333
0000542135	998
0000542430	14990
0000543045	69
0000543384	69
0000545661	3290
0000546803	250
0000546921	500
0000548310	320
0000549220	899
0000549290	220
0000550325	3240
0000551051	790
0000551240001	499
0000551736	792
0000551880	750
0000551950	882
0000552156	338
0000552171	1044
0000553011	4060
0000553744	3540
0000554030002	1998
0000554676	553
0000554680	711
0000554691	632
0000554702	1106
0000554713	237
0000554724	395
0000554735	297
0000554750	99
0000554761	396
0000554772	693
0000554783	396
0000554794	891
0000554805	396
0000554816	1782
0000554820	297
0000554831	1485
0000554842	99
0000554853	297
0000554864	297
0000554875	198
0000554886	495
0000554890	792
0000554901	297
0000558784	2180
0000559101	1680
0000559650	2000
0000561455	1075
0000561514	1598
0000561713	280
0000561923	8800
0000561960011	2500
0000564320002	550
0000565504	1030
0000567110036	663
0000572084	990
0000572191	621
0000573140013	4890
0000573451	999
0000574173	1480
0000574722	1980
0000574884	1080
0000575153	3180
0000575186	850
0000577290	980
0000579423	960
0000580053	1498
0000581431	799
0000581954	780
0000582131	150
0000582186	600
0000582260	1734
0000583660	4760
0000585770032	308
0000591350185	648
0000591651	649
0000591931	998
0000591990	499
0000592185	1018
0000593401	1098
0000598135	725
0000599314	2980
0000599653	7400
0000600692	3980
0000602545	750
0000603923	6890
0000604040006	788
0000605301	7290
0000605312	2690
0000610210031	308
0000611490014	308
0000611580034	308
0000612310016	398
0000614500003	569
0000616114	1250
0000618402	1418
0000619264	349
0000620220005	1680
0000620524	1900
0000621250	1299
0000621972	2397
0000622010012	799
0000622010045	799
0000622145	798
0000622650	14062
0000622661	1944
0000623081	990
0000625435	369
0000625450	1680
0000626673	1790
0000629650	69720
0000630173	1098
0000631186	850
0000632483	1033
0000632671	24500
0000632693	4600
0000632940	390
0000633080	490
0000635961	1340
0000636263	395
0000636296	1860
0000636392	1335
0000636403	890
0000639483	389
0000639505	2580
0000645153	1280
0000646881	450
0000647054	1598
0000649515	309
0000649703	20097
0000650053	799
0000650086	359
0000650451	2000
0000660160012	1999
0000660380	399
0000663272	128
0000663692	899
0000664414	1880
0000664705	1197
0000664716	399
0000664786	890
0000664830084	960
0000665114	380
0000665265	2040
0000666260	22360
0000669400034	455
0000675684	3888
0000676701	1980
0000677493	339
0000679000	499
0000679206	574
0000679280	4560
0000679450015	1988
0000679604	399
0000680131	1880
0000680142	1880
0000680164	1664
0000680282	1380
0000680396	400
0000680680	874
0000683045	350
0000687971	2990
0000689846	349
0000692160	19900
0000692543	4700
0000695505	333
0000695590	880
0000695855	680
0000695892	569
0000696021	199
0000696135	199
0000697104	699
0000698795	4194
0000699941	1980
0000700081	599
0000700103	399
0000700733	5999
0000700965	1850
0000701901	3723
0000701956	1099
0000702844	299
0000702881	299
0000702892	299
0000702914	598
0000704981	5040
0000705666	700
0000706484	5516
0000707324	350
0000708640026	839
0000708783	490
0000711395	899
0000711480	999
0000712132	1000
0000712762	1180
0000713263	890
0000714195	490
0000714350	439
0000715503	799
0000715595	368
0000715632	2990
0000715702	2996
0000715783	4000
0000715794	2547
0000715875	5680
0000716085	4770
0000716310	2399
0000716656	390
0000716660	980
0000717680014	4995
0000717872	1798
0000718830	799
0000718885	755
0000722083	449
0000722256	389
0000722282	769
0000722886	169
0000723553	539
0000723564	890
0000724275	259
0000724356	69
0000725093	890
0000725150005	2400
0000726320	3900
0000727740016	780
0000727750004	799
0000728851	675
0000729270010	3480
0000729290004	3480
0000729290026	3980
0000729300014	1998
0000731010000	378
0000731100005	690
0000731780	799
0000735851	427
0000736901	1650
0000736982	899
0000737192	3570
0000738651	2499
0000739160004	990
0000739196	3280
0000739211	1980
0000741764	199
0000744461	2796
0000744472	699
0000744516	699
0000744520	699
0000745146	680
0000745275	245
0000745323	98
0000745334	490
0000745345	588
0000745356	98
0000745360	49
0000745371	98
0000745651	360
0000749140000	1480
0000750293	302
0000751866	2376
0000751870	374
0000751881	425
0000753454	5880
0000754456	2370
0000756055	2376
0000756626	299
0000756744	990
0000757175	860
0000758914	1390
0000760476	599
0000760771	599
0000760911	3264
0000761051	2599
0000763450004	949
0000763604	650
0000763615	399
0000763630	675
0000763711	378
0000764210016	382
0000766216	527
0000766334	1099
0000766356	1114
0000766371	1392
0000766382	1701
0000766393	1134
0000766485	1134
0000767650004	1960
0000767690011	1580
0000767815	999
0000767852	1380
0000768040	1680
0000770335	357
0000770346	357
0000770766	990
0000770884	150
0000770932	150
0000772085	89
0000772096	178
0000772516	175
0000772741	5490
0000772752	4290
0000772763	14304
0000772855	1290
0000773210045	1250
0000773415	1380
0000774185	2490
0000774303	2170
0000774314	856
0000774325	581
0000774336	761
0000774373	428
0000774384	428
0000774395	1422
0000774406	1764
0000774535	14688
0000774546	2250
0000774583	5024
0000774642	880
0000774850016	1980
0000775132	680
0000775143	330
0000775563	1960
0000776160000	3147
0000776190004	899
0000776904	3249
0000777033	2166
0000777453	1836
0000777486	340
0000777700	1369
0000777770	948
0000779376	898
0000779380	239
0000779693	1074
0000779704	798
0000779881	750
0000781100003	799
0000782703	1250
0000788174	150
0000788196	150
0000788255	300
0000788850016	1750
0000789530	693
0000790145	540
0000790296	658
0000790856	229
0000791265	919
0000791803	480
0000792606	696
0000792724	1190
0000792746	833
0000792790025	527
0000792840005	646
0000793850046	254
0000794161	2990
0000794205	100
0000795686	390
0000795701	299
0000797694	714
0000797731	833
0000798780010	199
0000798780080	199
0000799993	15960
0000800391	990
0000801614	1680
0000802620	12960
0000802885	760
0000802900	600
0000802966	580
0000803230013	675
0000804506	1250
0000804624	1998
0000805033	1036
0000805114	1400
0000805350	599
0000805501	499
0000806665	599
0000806680	2097
0000806691	1980
0000806702	2488
0000807284	5097
0000807295	5994
0000807320006	1776
0000807450	588
0000807461	588
0000808250004	139
0000808270002	139
0000810316	552
0000810320	276
0000810736	952
0000810751	3332
0000810865	1369
0000810902	1369
0000812744	3510
0000813650014	3600
0000815102	718
0000815275	700
0000815286	350
0000815942	1380
0000816082	750
0000816104	850
0000816675	990
0000816826	580
0000817154	329
0000817235	99
0000817316	55
0000817320	79
0000817331	69
0000817342	165
0000817364	79
0000817375	79
0000821354	702
0000821470016	1280
0000823115	994
0000823152	2982
0000823185	1780
0000823196	4580
0000823530002	99
0000823780020	1280
0000823860026	298
0000823860030	149
0000824062	99
0000824160002	99
0000824692	139
0000824703	159
0000826276	134
0000826280	1264
0000826291	361
0000826685	199
0000830610060	498
0000830690	1797
0000832510	2394
0000834271	21920
0000834455	12900
0000834520013	3638
0000834654	1188
0000834750	1190
0000834761	1080
0000834982	199
0000835122	199
0000835623	669
0000836290	300
0000837933	366
0000838482	330
0000838493	330
0000838784	330
0000839812	999
0000841153	3900
0000842930034	490
0000845832	2750
0000847921	2435
0000848503	290
0000850076	290
0000850706	3680
0000850780	1280
0000851922	5980
0000851955	360
0000852073	240
0000852110	710
0000853355	897
0000853370	1480
0000853403	89
0000853565	4400
0000853580	299
0000853591	108
0000854162	520
0000856870	9540
0000857183	1050
0000857894	250
0000859062	200
0000859073	100
0000859084	380
0000859935	1790
0000861291	2580
0000864861	1280
0000865896	1150
0000865922	1200
0000867160	1500
0000871323	599
0000871404	390
0000872060	1499
0000873482	699
0000876374	1360
0000877811	1299
0000878360	799
0000879034	8688
0000881580	8434
0000882081	1680
0000882265	190
0000882453	598
0000883212	1899
0000884190020	1478
0000884236	2890
0000884510001	1290
0000884866	1199
0000886126	6000
0000887230002	599
0000888193	690
0000888451	1337
0000888915	1080
0000889475	2214
0000890080015	200
0000890860025	6880
0000893056	5520
0000895053	546
0000895075	212
0000895086	318
0000895090	468
0000895101	106
0000895112	106
0000895123	106
0000895134	212
0000895171	261
0000895182	114
0000895403	940
0000895834	2560
0000895882	200
0000896711	576
0000900502	2380
0000900896	250
0000901073	2360
0000901401	6720
0000901412	3240
0000901560004	1640
0000901620005	840
0000902130014	699
0000902156	41440
0000902910013	480
0000903825	329
0000903840	998
0000903884	1180
0000903895	10514
0000904750	3876
0000904772	3360
0000904783	2363
0000904886	6216
0000906441	2670
0000906975	225
0000906986	280
0000907174	790
0000907200	808
0000907690	720
0000908401	298
0000908725	1380
0000910081	450
0000910125	499
0000910243	1079
0000910475	399
0000911606	499
0000911853	725
0000911901	478
0000911923	439
0000912026	209
0000912030	525
0000912063	145
0000913890040	1036
0000913960025	1138
0000914480	1088
0000920695	1480
0000921690	430
0000922994	1611
0000923123	3499
0000924114	680
0000926273	990
0000929062	2280
0000929260006	689
0000931140	400
0000931151	1290
0000931195	1580
0000931206	2980
0000931464	19600
0000932330	498
0000932665	2280
0000936073	849
0000936681	450
0000936902	14800
0000937020	68800
0000937031	29800
0000937075	1290
0000937112	990
0000937134	950
0000937834	594
0000937856	719
0000937871	1790
0000937915	690
0000942325	5800
0000942351	1049
0000943725	1399
0000943751	2697
0000945011	57900
0000946341	299
0000946510014	10100
0000946680	499
0000947284	1500
0000951090	798
0000951613	2980
0000951716	890
0000951893	2964
0000959050013	747
0000959114	3690
0000959125	990
0000963200	5440
0000963244	1190
0000966512	1650
0000967035	2299
0000969360000	199
0000969360011	926
0000969360022	1990
0000969360033	2745
0000969452	398
0000969463	199
0000969474	329
0000969496	528
0000969570000	1398
0000969570011	699
0000969570022	1314
0000969680036	390
0000969740030	390
0000970780005	450
0000970863	1798
0000971751	880
0000972053	1176
0000974396	690
0000974444	1797
0000974584	1439
0000974606	1250
0000975973	1580
0000976194	1440
0000976710022	840
0000981570004	399
0000983603	588
0000984524	150
0000987520052	4608
0000987932	4280
0000989365	6528
0000989424	4990
0000991056	2572
0000991060	7153
0000991071	16792
0000991510004	359
0000994092	299
0000995794	1350
0000995805	799
0000996844	900
0001002676	249
0001004474	941
0001004544	60
0001004555	180
0001005734	3398
0001007462	1439
0001011135	129
0001011931	85
0001011964	365
0001011975	95
0001012023	118
0001012093	400
0001012723	990
0001012745	1174
0001016061	1598
0001018345	799
0001020762	990
0001021182	259
0001021230	259
0001021252	299
0001022324	390
0001028403	941
0001033351	269
0001034143	1318
0001035613	6495
0001035624	2998
0001037422	699
0001041051	900
0001042090	7604
0001044396	2340
0001044455	1440
0001044481	630
0001044492	900
0001044750	1800
0001044831	1485
0001045111	1000
0001047292	810
0001061955	269
0001062062	269
0001062095	538
0001062121	269
0001066855	845
0001069762	477
0001070226	189
0001070860	1145
0001070882	3398
0001070893	13583
0001070980002	1797
0001070980024	1198
0001071000	999
0001073656	9400
0001074861	3399
0001075174	509
0001078070	800
0001078641	960
0001078733	2080
0001079212	215
0001079223	510
0001080962	350
0001081113	1350
0001081124	2560
0001081264	1760
0001081452	260
0001081463	1200
0001085733	259
0001091020	2175
0001091064	3202
0001091390005	799
0001091400015	799
0001092475	95
0001093724	1197
0001093820	597
0001094550004	600
0001094580012	600
0001094590000	800
0001094930001	240
0001094960031	280
0001095500000	250
0001095500033	250
0001095540036	280
0001096050001	459
0001096050012	918
0001096050023	1007
0001096050034	459
0001096050045	1836
0001096050082	459
0001096050093	4131
0001096060000	8009
0001096060011	21614
0001096060033	8009
0001096060070	2577
0001096060081	1718
0001096210006	250
0001099740003	1200
0001099750002	620
0001103082	790
0001105075	299
0001107260	1199
0001108052	636
0001108085	379
0001108962	5640
0001109113	990
0001110384	198
0001110701	2798
0001110793	459
0001110826	1198
0001113593	590
0001120906	1047
0001121131	5700
0001121503	249
0001122855	2330
0001122870	14847
0001124605	1598
0001124616	5208
0001129026	1976
0001132106	890
0001133145	499
0001133171	289
0001133720	499
0001133801	597
0001133974	649
0001134011	299
0001134070	199
0001134092	199
0001135120	349
0001135525	253
0001140440000	564
0001140440011	564
0001140495	390
0001147495	56700
0001151860010	343
0001151870101	343
0001151910012	343
0001154462	890
0001154543	2180
0001154554	899
0001155055	299
0001160541	2720
0001162335	650
0001162416	860
0001162744	499
0001164656	599
0001166362	138
0001166373	170
0001166384	225
0001166395	261
0001168860	199
0001171564	1190
0001172452	400
0001173771	585
0001173782	720
0001173804	585
0001174224	1690
0001176136	2080
0001177562	598
0001177643	980
0001177654	7840
0001181062	14023
0001181515	189
0001181725	999
0001182101	650
0001187126	856
0001189311	630
0001189322	630
0001189344	630
0001189366	630
0001189392	299
0001189451	348
0001189856	14040
0001190685	1276
0001191536	1680
0001191691	350
0001191713	999
0001191735	1280
0001193043	349
0001193080	349
0001193102	349
0001193113	349
0001193253	799
0001193264	699
0001193275	450
0001193371	198
0001193415	792
0001194421	1380
0001195876	1250
0001197490	747
0001199074	3560
0001202681	18576
0001203310006	500
0001204066	480
0001205050	1799
0001206450	1190
0001206850002	980
0001207662	1199
0001212710004	299
0001214732	1677
0001214743	799
0001215211	650
0001215572	1650
0001215610001	688
0001215610012	1376
0001215642	1198
0001218265	14994
0001218280	1399
0001220402	240
0001220424	240
0001220656	240
0001220741	240
0001220936	240
0001221651	405
0001222082	1554
0001222104	1345
0001222126	318
0001222141	267
0001222152	356
0001222163	445
0001222174	356
0001222185	89
0001225250003	580
0001226050	1490
0001236056	19992
0001237515	8960
0001237854	2450
0001238064	800
0001238112	402
0001238904	3999
0001238915	680
0001241715	760
